#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
DPP4	KRT19	9606.ENSP00000353731	9606.ENSP00000355124	0	0	0	0	0	0.066	0	0.614	0.624
DPYSL3	SPECC1	9606.ENSP00000343690	9606.ENSP00000261503	0	0	0	0	0	0	0.540	0	0.540
DPYSL3	DPYSL4	9606.ENSP00000343690	9606.ENSP00000339850	0	0	0.053	0.974	0.121	0.617	0.400	0.065	0.788
DPYSL3	NYNRIN	9606.ENSP00000343690	9606.ENSP00000371994	0	0	0	0	0.123	0	0	0.390	0.442
DPYSL3	ROBO1	9606.ENSP00000343690	9606.ENSP00000420321	0	0	0	0	0.105	0	0	0.452	0.488
DPYSL3	FYN	9606.ENSP00000343690	9606.ENSP00000346671	0	0	0	0	0.054	0.046	0.500	0.209	0.595
DPYSL3	GAP43	9606.ENSP00000343690	9606.ENSP00000377372	0	0	0	0	0.172	0	0	0.561	0.621
DPYSL3	PLXNA4	9606.ENSP00000343690	9606.ENSP00000352882	0	0	0	0	0.084	0	0.500	0.338	0.670
DPYSL4	PLXNA4	9606.ENSP00000339850	9606.ENSP00000352882	0	0	0	0	0.099	0	0.500	0.076	0.547
DPYSL4	FYN	9606.ENSP00000339850	9606.ENSP00000346671	0	0	0	0	0.052	0.046	0.500	0.124	0.550
DRAM2	TP53	9606.ENSP00000286692	9606.ENSP00000269305	0	0	0	0	0	0	0	0.452	0.452
DSCC1	RAD51AP1	9606.ENSP00000322180	9606.ENSP00000228843	0	0	0	0	0.473	0	0	0.574	0.766
DSCC1	GMNN	9606.ENSP00000322180	9606.ENSP00000230056	0	0	0	0	0.295	0	0	0.338	0.513
DSCC1	KIF11	9606.ENSP00000322180	9606.ENSP00000260731	0	0	0	0	0.331	0.125	0	0.207	0.496
DSCC1	TIPIN	9606.ENSP00000322180	9606.ENSP00000261881	0	0	0	0	0.334	0.481	0	0.587	0.845
DSCC1	MELK	9606.ENSP00000322180	9606.ENSP00000298048	0	0	0	0	0.448	0.052	0	0.123	0.501
DSCC1	SHCBP1	9606.ENSP00000322180	9606.ENSP00000306473	0	0	0	0	0.316	0	0	0.215	0.440
DSCC1	TYMS	9606.ENSP00000322180	9606.ENSP00000315644	0	0	0	0	0.462	0	0	0.447	0.690
DSCC1	RACGAP1	9606.ENSP00000322180	9606.ENSP00000404190	0	0	0	0	0.356	0	0	0.115	0.406
DSCC1	SLC35G2	9606.ENSP00000322180	9606.ENSP00000400839	0	0	0	0	0.068	0.393	0	0	0.410
DSCC1	KIF20A	9606.ENSP00000322180	9606.ENSP00000378356	0	0	0	0	0.331	0	0	0.201	0.443
DSCC1	UBE2T	9606.ENSP00000322180	9606.ENSP00000494957	0	0	0	0	0.375	0.048	0	0.228	0.500
DSCC1	KIF20B	9606.ENSP00000322180	9606.ENSP00000360793	0	0	0	0	0.296	0	0	0.335	0.513
DSCC1	HELLS	9606.ENSP00000322180	9606.ENSP00000377601	0	0	0	0	0.286	0.091	0	0.318	0.518
DSCC1	DTL	9606.ENSP00000322180	9606.ENSP00000355958	0	0	0	0	0.512	0	0	0.289	0.639
DSCC1	PCNA	9606.ENSP00000322180	9606.ENSP00000368458	0	0	0	0	0.301	0	0.500	0.115	0.664
DSCC1	MCM10	9606.ENSP00000322180	9606.ENSP00000418268	0	0	0	0	0.486	0	0	0.389	0.672
DTL	RAD51AP1	9606.ENSP00000355958	9606.ENSP00000228843	0	0	0	0	0.580	0	0	0.091	0.602
DTL	GMNN	9606.ENSP00000355958	9606.ENSP00000230056	0	0	0	0	0.513	0	0	0.251	0.619
DTL	KIF11	9606.ENSP00000355958	9606.ENSP00000260731	0	0	0	0	0.815	0	0	0.222	0.850
DTL	TIPIN	9606.ENSP00000355958	9606.ENSP00000261881	0	0	0	0	0.393	0	0	0.115	0.440
DTL	PKMYT1	9606.ENSP00000355958	9606.ENSP00000262300	0	0	0	0	0.407	0	0	0.050	0.412
DTL	THOC3	9606.ENSP00000355958	9606.ENSP00000265097	0	0	0	0	0.083	0	0	0.384	0.411
DTL	TP53	9606.ENSP00000355958	9606.ENSP00000269305	0	0	0	0	0.083	0.397	0	0.546	0.727
DTL	SPC25	9606.ENSP00000355958	9606.ENSP00000282074	0	0	0	0	0.785	0	0	0	0.785
DTL	MELK	9606.ENSP00000355958	9606.ENSP00000298048	0	0	0	0	0.801	0	0	0.238	0.842
DTL	SHCBP1	9606.ENSP00000355958	9606.ENSP00000306473	0	0	0	0	0.540	0	0	0	0.540
DTL	RMI2	9606.ENSP00000355958	9606.ENSP00000310356	0	0	0	0	0.419	0	0	0	0.418
DTL	TYMS	9606.ENSP00000355958	9606.ENSP00000315644	0	0	0	0	0.594	0	0	0.321	0.713
DTL	RACGAP1	9606.ENSP00000355958	9606.ENSP00000404190	0	0	0	0	0.446	0	0	0.109	0.486
DTL	NCAPG2	9606.ENSP00000355958	9606.ENSP00000387007	0	0	0	0	0.471	0	0	0.149	0.531
DTL	HELLS	9606.ENSP00000355958	9606.ENSP00000377601	0	0	0	0	0.569	0	0	0.084	0.588
DTL	PRC1	9606.ENSP00000355958	9606.ENSP00000377793	0	0	0	0	0.507	0	0	0.267	0.624
DTL	KIF20A	9606.ENSP00000355958	9606.ENSP00000378356	0	0	0	0	0.555	0	0	0.238	0.646
DTL	UBE2T	9606.ENSP00000355958	9606.ENSP00000494957	0	0	0	0	0.780	0	0	0.181	0.812
DTL	ZWINT	9606.ENSP00000355958	9606.ENSP00000363055	0	0	0	0	0.785	0	0	0.190	0.819
DTL	MCM10	9606.ENSP00000355958	9606.ENSP00000418268	0	0	0	0	0.845	0	0	0.475	0.915
DTL	PCNA	9606.ENSP00000355958	9606.ENSP00000368458	0	0	0	0	0.480	0.983	0.500	0.124	0.995
DTNA	SNAP25	9606.ENSP00000470152	9606.ENSP00000254976	0	0	0	0	0.128	0	0	0.376	0.433
DTNA	SGCA	9606.ENSP00000470152	9606.ENSP00000262018	0	0	0	0	0.044	0	0	0.901	0.901
DTNA	GJA1	9606.ENSP00000470152	9606.ENSP00000282561	0	0	0	0	0.102	0.077	0	0.398	0.457
DTNA	SGCD	9606.ENSP00000470152	9606.ENSP00000338343	0	0	0	0	0.047	0	0	0.869	0.869
ECHDC3	SORL1	9606.ENSP00000368517	9606.ENSP00000260197	0	0	0	0	0	0	0	0.405	0.405
EDIL3	ICAM1	9606.ENSP00000296591	9606.ENSP00000264832	0	0	0	0	0.054	0	0	0.404	0.412
EDIL3	TP53	9606.ENSP00000296591	9606.ENSP00000269305	0	0	0	0	0.076	0	0	0.490	0.508
EDIL3	RPS28	9606.ENSP00000296591	9606.ENSP00000472469	0	0	0	0	0.185	0.310	0	0	0.413
EDIL3	MEF2C	9606.ENSP00000296591	9606.ENSP00000340874	0	0	0	0	0.049	0	0	0.435	0.439
EFNA5	SEMA3F	9606.ENSP00000328777	9606.ENSP00000002829	0	0	0	0	0	0	0	0.572	0.572
EFNA5	EFNB3	9606.ENSP00000328777	9606.ENSP00000226091	0	0	0	0.654	0.059	0	0.500	0.587	0.789
EFNA5	PDGFRB	9606.ENSP00000328777	9606.ENSP00000261799	0	0	0	0	0	0	0.650	0.167	0.695
EFNA5	KIT	9606.ENSP00000328777	9606.ENSP00000288135	0	0	0	0	0.047	0	0.650	0.203	0.710
EFNA5	SOX11	9606.ENSP00000328777	9606.ENSP00000322568	0	0	0	0	0.086	0	0	0.371	0.401
EFNA5	NLGN1	9606.ENSP00000328777	9606.ENSP00000392500	0	0	0	0	0.062	0	0	0.396	0.409
EFNA5	PLXNA4	9606.ENSP00000328777	9606.ENSP00000352882	0	0	0	0	0.124	0	0	0.354	0.410
EFNA5	MDGA1	9606.ENSP00000328777	9606.ENSP00000402584	0	0	0	0	0	0.050	0	0.423	0.428
EFNA5	PTN	9606.ENSP00000328777	9606.ENSP00000341170	0	0	0	0	0.061	0	0	0.428	0.439
EFNA5	GAP43	9606.ENSP00000328777	9606.ENSP00000377372	0	0	0	0	0	0	0	0.484	0.484
EFNA5	IGF1R	9606.ENSP00000328777	9606.ENSP00000497069	0	0	0	0	0	0.098	0.650	0.482	0.822
EFNA5	EPHB3	9606.ENSP00000328777	9606.ENSP00000332118	0	0	0	0	0.087	0.311	0.500	0.756	0.913
EFNA5	FYN	9606.ENSP00000328777	9606.ENSP00000346671	0	0	0	0	0	0.098	0.900	0.297	0.931
EFNA5	EPHB2	9606.ENSP00000328777	9606.ENSP00000383053	0	0	0	0	0.094	0.506	0.500	0.996	0.999
EFNB3	SEMA3F	9606.ENSP00000226091	9606.ENSP00000002829	0	0	0	0	0.074	0	0	0.450	0.469
EFNB3	MMP2	9606.ENSP00000226091	9606.ENSP00000219070	0	0	0	0	0.060	0	0.400	0.112	0.455
EFNB3	ROBO1	9606.ENSP00000226091	9606.ENSP00000420321	0	0	0	0	0.094	0	0	0.390	0.424
EFNB3	RELN	9606.ENSP00000226091	9606.ENSP00000392423	0	0	0	0	0.084	0.328	0	0.191	0.459
EFNB3	GJA1	9606.ENSP00000226091	9606.ENSP00000282561	0	0	0	0	0.106	0.091	0	0.457	0.520
EFNB3	PAK1	9606.ENSP00000226091	9606.ENSP00000278568	0	0	0	0	0	0	0.500	0.098	0.529
EFNB3	NLGN4Y	9606.ENSP00000226091	9606.ENSP00000348169	0	0	0	0	0	0	0	0.576	0.576
EFNB3	NEO1	9606.ENSP00000226091	9606.ENSP00000341198	0	0	0	0	0.099	0	0	0.561	0.587
EFNB3	NLGN1	9606.ENSP00000226091	9606.ENSP00000392500	0	0	0	0	0.105	0	0	0.610	0.636
EFNB3	FYN	9606.ENSP00000226091	9606.ENSP00000346671	0	0	0	0	0	0.098	0.500	0.287	0.650
EFNB3	PTPN13	9606.ENSP00000226091	9606.ENSP00000394794	0	0	0	0	0.074	0.057	0	0.725	0.738
EFNB3	EPHB3	9606.ENSP00000226091	9606.ENSP00000332118	0	0	0	0	0.124	0.439	0.900	0.990	0.999
EFNB3	EPHB2	9606.ENSP00000226091	9606.ENSP00000383053	0	0	0	0	0.100	0.241	0.900	0.994	0.999
EHD3	SNAP25	9606.ENSP00000327116	9606.ENSP00000254976	0	0	0	0	0.084	0.098	0	0.467	0.521
EHD3	MYOF	9606.ENSP00000327116	9606.ENSP00000352208	0	0	0	0	0	0.045	0	0.710	0.711
EIF1AY	ZFY	9606.ENSP00000354722	9606.ENSP00000155093	0	0	0	0	0.797	0	0	0.836	0.965
EIF1AY	MRPL32	9606.ENSP00000354722	9606.ENSP00000223324	0.098	0	0	0	0.691	0	0	0.337	0.799
EIF1AY	RPS4Y1	9606.ENSP00000354722	9606.ENSP00000250784	0	0	0	0	0.999	0.581	0	0.845	0.999
EIF1AY	EIF5A2	9606.ENSP00000354722	9606.ENSP00000295822	0.053	0	0	0	0.595	0	0	0.240	0.683
EIF1AY	KDM5D	9606.ENSP00000354722	9606.ENSP00000322408	0	0	0	0	0.999	0	0	0.852	0.999
EIF1AY	USP9Y	9606.ENSP00000354722	9606.ENSP00000342812	0	0	0	0	0.999	0	0	0.876	0.999
EIF1AY	NLGN4Y	9606.ENSP00000354722	9606.ENSP00000348169	0	0	0	0	0.785	0	0	0.745	0.942
EIF1AY	ZFX	9606.ENSP00000354722	9606.ENSP00000368486	0	0	0	0	0	0	0	0.430	0.430
EIF1AY	SELENOP	9606.ENSP00000354722	9606.ENSP00000425915	0	0	0	0	0.092	0.654	0	0.185	0.721
EIF1AY	RPS4X	9606.ENSP00000354722	9606.ENSP00000362744	0	0	0	0	0.109	0.581	0	0.431	0.769
EIF1AY	RPS28	9606.ENSP00000354722	9606.ENSP00000472469	0	0	0	0	0.193	0.842	0	0	0.867
EIF1AY	UTY	9606.ENSP00000354722	9606.ENSP00000442047	0	0	0	0	0.834	0	0	0.791	0.963
EIF5A2	MRPL32	9606.ENSP00000295822	9606.ENSP00000223324	0.115	0	0	0	0.612	0.783	0	0.283	0.939
EIF5A2	RPS4Y1	9606.ENSP00000295822	9606.ENSP00000250784	0	0	0	0	0.542	0.492	0	0	0.757
EIF5A2	NACAD	9606.ENSP00000295822	9606.ENSP00000420477	0	0	0	0	0.400	0	0	0.089	0.430
EIF5A2	RPS4X	9606.ENSP00000295822	9606.ENSP00000362744	0	0	0	0	0.542	0.492	0	0	0.757
EIF5A2	RPS28	9606.ENSP00000295822	9606.ENSP00000472469	0	0	0	0	0.672	0.624	0	0.072	0.875
ELN	MMP2	9606.ENSP00000351807	9606.ENSP00000219070	0	0	0	0	0.146	0	0	0.858	0.873
ELN	MGP	9606.ENSP00000351807	9606.ENSP00000228938	0	0	0	0	0.136	0	0	0.789	0.810
ELN	PDGFRB	9606.ENSP00000351807	9606.ENSP00000261799	0	0	0	0	0.110	0	0	0.357	0.403
ELN	ICAM1	9606.ENSP00000351807	9606.ENSP00000264832	0	0	0	0	0	0	0	0.475	0.475
ELN	LUM	9606.ENSP00000351807	9606.ENSP00000266718	0	0	0	0	0.126	0	0	0.696	0.723
ELN	TP53	9606.ENSP00000351807	9606.ENSP00000269305	0	0	0	0	0.056	0	0	0.394	0.403
ELN	FGF18	9606.ENSP00000351807	9606.ENSP00000274625	0	0	0	0	0.072	0	0	0.666	0.677
ELN	GJA1	9606.ENSP00000351807	9606.ENSP00000282561	0	0	0	0	0.067	0	0	0.554	0.566
ELN	THY1	9606.ENSP00000351807	9606.ENSP00000284240	0	0	0	0	0.086	0	0	0.446	0.472
ELN	VCAM1	9606.ENSP00000351807	9606.ENSP00000294728	0	0	0	0	0.067	0	0	0.507	0.520
ELN	MMP3	9606.ENSP00000351807	9606.ENSP00000299855	0	0	0	0	0.061	0	0	0.862	0.864
ELN	HAS2	9606.ENSP00000351807	9606.ENSP00000306991	0	0	0	0	0.047	0	0	0.445	0.449
ELN	FGF5	9606.ENSP00000351807	9606.ENSP00000311697	0	0	0	0	0	0	0	0.652	0.652
ELN	MMP1	9606.ENSP00000351807	9606.ENSP00000322788	0	0	0	0	0.055	0	0	0.796	0.798
ELN	FBN1	9606.ENSP00000351807	9606.ENSP00000325527	0	0	0	0	0.208	0.622	0	0.999	0.999
ELN	PRELP	9606.ENSP00000351807	9606.ENSP00000343924	0	0	0	0	0.288	0	0	0.290	0.472
ELN	PLAU	9606.ENSP00000351807	9606.ENSP00000361850	0	0	0	0	0	0	0	0.400	0.400
ELN	THBS2	9606.ENSP00000351807	9606.ENSP00000355751	0	0	0	0	0.084	0.094	0	0.340	0.405
ELN	MYOCD	9606.ENSP00000351807	9606.ENSP00000401678	0	0	0	0	0.067	0	0	0.417	0.433
ELN	MCM10	9606.ENSP00000351807	9606.ENSP00000418268	0	0	0	0	0	0.230	0	0.299	0.437
ELN	TGFB2	9606.ENSP00000351807	9606.ENSP00000355896	0	0	0	0	0.047	0	0	0.540	0.543
ELN	FGF9	9606.ENSP00000351807	9606.ENSP00000371790	0	0	0	0	0	0	0	0.650	0.650
ELN	POSTN	9606.ENSP00000351807	9606.ENSP00000369071	0	0	0	0	0.098	0	0	0.704	0.721
ELN	EMILIN1	9606.ENSP00000351807	9606.ENSP00000369677	0	0	0	0	0.122	0	0	0.865	0.876
ELN	FBN2	9606.ENSP00000351807	9606.ENSP00000424571	0	0	0	0	0.107	0.331	0	0.950	0.967
ELN	MFAP4	9606.ENSP00000351807	9606.ENSP00000378957	0	0	0	0	0.309	0	0	0.987	0.990
ELOVL2	FADS2	9606.ENSP00000346693	9606.ENSP00000278840	0	0	0	0	0.055	0	0.114	0.755	0.777
ELOVL2	FASN	9606.ENSP00000346693	9606.ENSP00000304592	0	0	0	0	0.083	0	0	0.526	0.547
ELOVL2	FADS1	9606.ENSP00000346693	9606.ENSP00000322229	0	0	0	0	0.062	0	0.907	0.756	0.977
ELOVL2	SCD	9606.ENSP00000346693	9606.ENSP00000359380	0	0	0	0	0.094	0.068	0	0.649	0.678
ELP5	SLC9A9	9606.ENSP00000379869	9606.ENSP00000320246	0	0	0	0	0	0	0	0.400	0.400
EMILIN1	ITGB8	9606.ENSP00000369677	9606.ENSP00000222573	0	0	0	0	0	0.045	0.540	0.061	0.551
EMILIN1	PCOLCE	9606.ENSP00000369677	9606.ENSP00000223061	0	0	0	0	0.421	0.113	0	0.056	0.472
EMILIN1	ICAM1	9606.ENSP00000369677	9606.ENSP00000264832	0	0	0	0	0.067	0	0	0.389	0.405
EMILIN1	TNC	9606.ENSP00000369677	9606.ENSP00000265131	0	0	0	0	0.110	0	0.360	0.045	0.408
EMILIN1	MMP3	9606.ENSP00000369677	9606.ENSP00000299855	0	0	0	0	0.110	0.050	0	0.367	0.418
EMILIN1	FBN1	9606.ENSP00000369677	9606.ENSP00000325527	0	0	0	0	0.140	0.091	0	0.406	0.495
EMILIN1	ITGA11	9606.ENSP00000369677	9606.ENSP00000327290	0	0	0	0	0.085	0	0.540	0.052	0.566
EMILIN1	PLAUR	9606.ENSP00000369677	9606.ENSP00000339328	0	0	0	0	0.049	0	0.540	0	0.543
EMILIN1	PLAC9	9606.ENSP00000369677	9606.ENSP00000361337	0	0	0	0	0.127	0.733	0	0	0.756
EMILIN1	PLAU	9606.ENSP00000369677	9606.ENSP00000361850	0	0	0	0	0.083	0.051	0.540	0	0.564
ENOX1	SIPA1L3	9606.ENSP00000261488	9606.ENSP00000222345	0	0	0	0	0	0	0	0.407	0.407
ENPP2	PLPP2	9606.ENSP00000259486	9606.ENSP00000329697	0.042	0	0	0	0	0	0	0.405	0.405
ENPP2	SPHK1	9606.ENSP00000259486	9606.ENSP00000313681	0	0	0	0	0	0.046	0	0.433	0.435
ENPP2	LPAR4	9606.ENSP00000259486	9606.ENSP00000408205	0	0	0	0	0.044	0	0	0.764	0.764
EPB41	GYPC	9606.ENSP00000345259	9606.ENSP00000259254	0	0	0	0	0.097	0.377	0	0.996	0.997
EPB41	TMOD1	9606.ENSP00000345259	9606.ENSP00000259365	0	0	0	0	0.127	0.182	0	0.828	0.866
EPB41	EPB41L1	9606.ENSP00000345259	9606.ENSP00000337168	0	0	0	0.889	0	0.484	0.500	0.135	0.757
EPB41	EPB41L3	9606.ENSP00000345259	9606.ENSP00000343158	0	0	0	0.900	0.044	0.431	0.500	0.448	0.829
EPB41	L1CAM	9606.ENSP00000345259	9606.ENSP00000359077	0	0	0	0	0.088	0.088	0	0.415	0.471
EPB41	NLGN4Y	9606.ENSP00000345259	9606.ENSP00000348169	0	0	0	0	0	0.066	0.500	0.156	0.571
EPB41	LIN7A	9606.ENSP00000345259	9606.ENSP00000447488	0	0	0	0	0	0	0	0.595	0.595
EPB41	NLGN1	9606.ENSP00000345259	9606.ENSP00000392500	0	0	0	0	0	0.066	0.500	0.220	0.603
EPB41	SLC2A1	9606.ENSP00000345259	9606.ENSP00000416293	0	0	0	0	0.054	0	0	0.612	0.617
EPB41L1	GYPC	9606.ENSP00000337168	9606.ENSP00000259254	0	0	0	0	0	0.120	0	0.396	0.446
EPB41L1	NLGN4Y	9606.ENSP00000337168	9606.ENSP00000348169	0	0	0	0	0	0.066	0.500	0.109	0.547
EPB41L1	NLGN1	9606.ENSP00000337168	9606.ENSP00000392500	0	0	0	0	0.083	0.066	0.500	0.256	0.639
EPB41L1	EPB41L3	9606.ENSP00000337168	9606.ENSP00000343158	0	0	0	0.906	0.060	0.520	0.500	0.096	0.769
EPB41L3	TP53	9606.ENSP00000343158	9606.ENSP00000269305	0	0	0	0	0	0.164	0	0.345	0.429
EPB41L3	NLGN4Y	9606.ENSP00000343158	9606.ENSP00000348169	0	0	0	0	0.042	0.066	0.500	0.053	0.519
EPB41L3	NLGN1	9606.ENSP00000343158	9606.ENSP00000392500	0	0	0	0	0.080	0.066	0.500	0.121	0.572
EPHB2	SEMA3F	9606.ENSP00000383053	9606.ENSP00000002829	0	0	0	0	0.056	0.054	0	0.579	0.591
EPHB2	MMP2	9606.ENSP00000383053	9606.ENSP00000219070	0	0	0	0	0.074	0	0.400	0.225	0.532
EPHB2	PAK1	9606.ENSP00000383053	9606.ENSP00000278568	0	0	0	0.562	0.044	0.071	0.500	0.077	0.535
EPHB2	SDC2	9606.ENSP00000383053	9606.ENSP00000307046	0	0	0	0	0	0	0	0.493	0.493
EPHB2	EPHB3	9606.ENSP00000383053	9606.ENSP00000332118	0	0	0.054	0.973	0.060	0.096	0.400	0.432	0.676
EPHB2	GRIN2A	9606.ENSP00000383053	9606.ENSP00000332549	0	0	0	0	0.056	0	0	0.587	0.593
EPHB2	FYN	9606.ENSP00000383053	9606.ENSP00000346671	0	0	0	0.751	0	0.044	0.500	0.425	0.701
EPHB2	L1CAM	9606.ENSP00000383053	9606.ENSP00000359077	0	0	0	0	0.056	0	0.900	0.472	0.945
EPHB2	PTPN13	9606.ENSP00000383053	9606.ENSP00000394794	0	0	0	0	0.049	0.178	0	0.467	0.548
EPHB2	NLGN1	9606.ENSP00000383053	9606.ENSP00000392500	0	0	0	0	0	0.051	0	0.576	0.581
EPHB3	MMP2	9606.ENSP00000332118	9606.ENSP00000219070	0	0	0	0	0.057	0	0.400	0.367	0.611
EPHB3	WNT16	9606.ENSP00000332118	9606.ENSP00000222462	0	0	0	0	0	0.092	0	0.369	0.403
EPHB3	PDGFRB	9606.ENSP00000332118	9606.ENSP00000261799	0	0	0	0.572	0.072	0.074	0	0.439	0.476
EPHB3	PAK1	9606.ENSP00000332118	9606.ENSP00000278568	0	0	0	0.562	0	0.071	0.500	0.057	0.523
EPHB3	KIT	9606.ENSP00000332118	9606.ENSP00000288135	0	0	0	0.575	0.073	0.074	0	0.448	0.485
EPHB3	LYN	9606.ENSP00000332118	9606.ENSP00000428924	0	0	0	0.752	0	0.133	0	0.376	0.436
EPHB3	FYN	9606.ENSP00000332118	9606.ENSP00000346671	0	0	0	0.743	0	0.294	0.500	0.457	0.791
EVL	SEMA6A	9606.ENSP00000376652	9606.ENSP00000257414	0	0	0	0	0.042	0.292	0	0.854	0.892
EVL	NEO1	9606.ENSP00000376652	9606.ENSP00000341198	0	0	0	0	0.042	0.071	0	0.422	0.440
EVL	PLXNA4	9606.ENSP00000376652	9606.ENSP00000352882	0	0	0	0	0.059	0	0	0.637	0.643
EVL	LYN	9606.ENSP00000376652	9606.ENSP00000428924	0	0	0	0	0.065	0.331	0	0.422	0.607
EVL	ROBO1	9606.ENSP00000376652	9606.ENSP00000420321	0	0	0	0	0.055	0.165	0.500	0.162	0.625
EXTL1	NDST2	9606.ENSP00000363398	9606.ENSP00000310657	0	0	0	0	0.080	0	0	0.608	0.624
EXTL1	HS3ST3B1	9606.ENSP00000363398	9606.ENSP00000354213	0	0	0	0	0	0	0	0.447	0.447
EYA2	GDF5	9606.ENSP00000333640	9606.ENSP00000363492	0	0	0	0	0	0.053	0	0.397	0.405
EYA2	PAX6	9606.ENSP00000333640	9606.ENSP00000492024	0	0	0	0	0.049	0.071	0	0.461	0.482
EYA2	EYA4	9606.ENSP00000333640	9606.ENSP00000432770	0	0	0.063	0.954	0.050	0.072	0.500	0.079	0.550
EYA4	SGCD	9606.ENSP00000432770	9606.ENSP00000338343	0	0	0	0	0.095	0	0	0.585	0.608
EYA4	TCF21	9606.ENSP00000432770	9606.ENSP00000356857	0	0.038	0	0	0	0	0	0.805	0.805
F10	PLAT	9606.ENSP00000364709	9606.ENSP00000220809	0	0	0.217	0.629	0.059	0.292	0	0.256	0.560
F10	SERPING1	9606.ENSP00000364709	9606.ENSP00000278407	0	0	0	0	0.082	0.045	0	0.660	0.676
F10	MASP1	9606.ENSP00000364709	9606.ENSP00000296280	0	0	0	0.652	0.152	0	0.540	0.184	0.654
F10	PLAUR	9606.ENSP00000364709	9606.ENSP00000339328	0	0	0	0	0	0.069	0.540	0.176	0.616
F10	MYLK	9606.ENSP00000364709	9606.ENSP00000353452	0	0	0	0	0.042	0.100	0	0.547	0.575
F10	PLAU	9606.ENSP00000364709	9606.ENSP00000361850	0	0	0.215	0.641	0	0	0.540	0.182	0.679
F10	PROS1	9606.ENSP00000364709	9606.ENSP00000377783	0	0	0	0.624	0.074	0	0.400	0.293	0.573
F10	SERPINE2	9606.ENSP00000364709	9606.ENSP00000415786	0	0	0	0	0.067	0.045	0.500	0.262	0.627
FADS1	MSMO1	9606.ENSP00000322229	9606.ENSP00000261507	0.079	0	0	0	0.219	0	0.347	0.380	0.670
FADS1	SQLE	9606.ENSP00000322229	9606.ENSP00000265896	0	0	0	0	0.183	0	0.223	0.362	0.560
FADS1	HMGCR	9606.ENSP00000322229	9606.ENSP00000287936	0	0	0	0	0.135	0	0	0.396	0.456
FADS1	FASN	9606.ENSP00000322229	9606.ENSP00000304592	0.057	0	0	0	0.077	0	0	0.602	0.624
FADS1	SREBF2	9606.ENSP00000322229	9606.ENSP00000354476	0	0	0	0	0.076	0	0	0.395	0.418
FADS1	HMGCS1	9606.ENSP00000322229	9606.ENSP00000322706	0	0	0	0	0.169	0	0	0.358	0.444
FADS1	FDFT1	9606.ENSP00000322229	9606.ENSP00000491537	0.089	0	0	0	0.123	0	0	0.395	0.475
FADS1	SCD	9606.ENSP00000322229	9606.ENSP00000359380	0.042	0	0	0	0.230	0.067	0	0.947	0.959
FADS2	MSMO1	9606.ENSP00000278840	9606.ENSP00000261507	0.079	0	0	0	0.259	0	0.347	0.270	0.631
FADS2	SQLE	9606.ENSP00000278840	9606.ENSP00000265896	0	0	0	0	0.200	0	0.223	0.312	0.535
FADS2	HMGCS1	9606.ENSP00000278840	9606.ENSP00000322706	0	0	0	0	0.169	0	0	0.359	0.445
FADS2	FDFT1	9606.ENSP00000278840	9606.ENSP00000491537	0.089	0	0	0	0.186	0	0	0.336	0.465
FADS2	HMGCR	9606.ENSP00000278840	9606.ENSP00000287936	0	0	0	0	0.134	0	0	0.410	0.467
FADS2	SREBF2	9606.ENSP00000278840	9606.ENSP00000354476	0	0	0	0	0.151	0	0	0.411	0.479
FADS2	FASN	9606.ENSP00000278840	9606.ENSP00000304592	0.057	0	0	0	0.247	0	0	0.627	0.712
FADS2	SCD	9606.ENSP00000278840	9606.ENSP00000359380	0.042	0	0	0	0.258	0.067	0	0.962	0.971
FAM107B	PTBP2	9606.ENSP00000181796	9606.ENSP00000359216	0	0	0	0	0.057	0	0	0.423	0.432
FAM107B	NEO1	9606.ENSP00000181796	9606.ENSP00000341198	0	0	0	0	0	0.091	0	0.763	0.775
FAM107B	NOVA1	9606.ENSP00000181796	9606.ENSP00000438875	0	0	0	0	0	0	0	0.847	0.847
FAM111B	ZDBF2	9606.ENSP00000341565	9606.ENSP00000497308	0	0	0	0	0	0	0	0.432	0.432
FAM111B	ZNF367	9606.ENSP00000341565	9606.ENSP00000364405	0	0	0	0	0.159	0	0	0.381	0.457
FAM174B	FAM228A	9606.ENSP00000329040	9606.ENSP00000295150	0	0	0	0	0	0	0	0.400	0.400
FAM214B	KIF20A	9606.ENSP00000367823	9606.ENSP00000378356	0	0	0	0	0	0.619	0	0	0.619
FANCA	TP53	9606.ENSP00000373952	9606.ENSP00000269305	0	0	0	0	0.062	0	0	0.571	0.580
FANCA	RMI2	9606.ENSP00000373952	9606.ENSP00000310356	0	0	0	0	0.235	0.994	0	0.349	0.996
FANCA	RFWD3	9606.ENSP00000373952	9606.ENSP00000354361	0	0	0	0	0.197	0	0	0.644	0.701
FANCA	PCNA	9606.ENSP00000373952	9606.ENSP00000368458	0	0	0	0	0.219	0.292	0	0	0.424
FANCA	MCM10	9606.ENSP00000373952	9606.ENSP00000418268	0	0	0	0	0.330	0	0	0.164	0.415
FANCA	UBE2T	9606.ENSP00000373952	9606.ENSP00000494957	0	0	0	0	0.241	0.855	0.800	0.924	0.998
FAS	ICAM1	9606.ENSP00000498466	9606.ENSP00000264832	0	0	0	0	0.155	0	0	0.507	0.565
